page	form_1937	form_1986	form1986_id	schmidt_form	nothofer_form	homonym_id_1937	crossref_1937	variant_1937	remark_1937	variant_1986	crossref_1986	remark_1986	remark_overall
57	ki·karaˀaˀa	kikaˈraˀ, kaˈraˀ	1	kikaˈraˀ , kaˈraˀ									
57	ki·karaˀaˀa	Nː karaˀha͜i	2		karaˀha͜i								
57	ekamĩũ	kaˈmĩː	1	kaˈmĩː									
58	ekedaˀa͜udu	kidaˈˀur	1	kidaˈˀur									
58	ekaraha	kaˈrah	1	kaˈrah									
58	ekarepe	kaˈrɛp	1	kaˈrɛp									
58	ekarixa	kaˈriç	1	kaˈriç									
58	ekarixa	kariˈçaˀ	2	kariˈçaˀ									
58	ekē̃	kɛ̃ː	1	kɛ̃ː									
58	ki·kékaˀa	kɛˈaˀ; Nː kɛaˀ, karɛaˀ	1	kɛˈaˀ	kɛaˀ , karɛaˀ							fast: 'kʸaʔ	
58	ki·kékaˀa	kɛaˀha͜i	2	kɛaˀha͜i									
58	dipanggang	dikiaˀ	1	dikiaˀ									
58	kéa·baˀa	kɛˈab, ˈkʸab, kiˈa(ː)b	1	kɛˈab , ˈkʸab , kiˈa(ː)b									
58	ekedaˀaudu	kidaˈˀur	1	kidaˈˀur									
58	ekẽˀẽpã	kɛˈˀɛp	1	kɛˈˀɛp									
58	ekẽˀẽpã	Nː kɛˀɛpwɨˀ	2		kɛˀɛpwɨˀ								
58	tai burung, kapur	kakɛˈˀɛb	1	kakɛˈˀɛb									
58	ki·keˀəa	kikiˀˈyɨ	1	kikiˀˈyɨ									
58	ekehe	kɛh	1	kɛh									
58	ki·[ke]kéˀe͜i	karɛˈkɛˀ; Nː karɛkɛˀ, kɛkɛˀ	1	karɛˈkɛˀ	karɛkɛˀ , kɛkɛˀ			kadekéˀe͜i					
58	ki·[ke]kéˀe͜i	kɛ[ˀ]ˈkɛˀha͜i, kɛkɛˀhai	2	kɛ[ˀ]ˈkɛˀha͜i , kɛkɛˀhai				kadekéˀe͜i					
58	ekemã	kɛ̃m	1	kɛ̃m									
58	ekemã	kɛ̃ˈmãˀ	2	kɛ̃ˈmãˀ									
58	kipa·kemãhãhõ	Nː pakɛmããh	1		pakɛmããh								
58	kipa·kemãhãhõ	pakɛmahãhai	2	pakɛmahãhai									
58	kaˀai·kẽnãhã͜ĩ	kanɛˈnah	1	kanɛˈnah									
58	kaˀai·kẽnãhã͜ĩ	Nː ˀakɛnah, akɛnahhai	2		ˀakɛnah , akɛnahhai								
58	kaˀa·kẽnẽ	kaˀˈkɛ̃n	1	kaˀˈkɛ̃n									
58	kaˀa·kẽnẽ	Nː ˀaˀkɛ̃n, aˀkɛ̃nhai	2		ˀaˀkɛ̃n , aˀkɛ̃nhai								
58	kaˀa·keo	kaˀˈkɛ̃; Nː kaˀkɛː	1	kaˀˈkɛ̃	kaˀkɛː	2							
58	kaˀa·keo	ˀaˀkɛ, aˀkɛhai	2	ˀaˀkɛ , aˀkɛhai		2							
58	ki·keˀo	kaˈrəˀ; Nː karəˀ, karɛˀ	1	kaˈrəˀ	karəˀ , karɛˀ			kadeˀo					
58	ki·keˀo	ˈkəˀha͜i, kəˀ, kɛˀ, kɛˀhai, kœˀha͜i	2	ˈkəˀha͜i , kəˀ , kɛˀ , kɛˀhai , kœˀha͜i				kadeˀo					
58	kubur	ɛˀ	1	ɛˀ								(ǃ)	
58	ekeˀo	kɛˀ	1	kɛˀ									
58	ekeˀoko	keˈˀyœk; Nː k͜e̜ˈˀyœk, kɛˀyək	1	keˈˀyœk	k͜e̜ˈˀyœk , kɛˀyək								
58	ki·keora	kiˈɔr, kiˈkʸɔr	1	kiˈɔr , kiˈkʸɔr									
58	ki·kepoˀa	kɛˈpɨˀ, kikɛˈpɨˀ; kikiˈpɨˀ, kɛ̃ˈpɔ̃ˀ	1	kɛˈpɨˀ , kikɛˈpɨˀ ; kikiˈpɨˀ , kɛ̃ˈpɔ̃ˀ									
58	ki·kepoˀa	kɛˈpɨˀha͜i; Nː kɛpɨ	2	kɛˈpɨˀha͜i	kɛpɨ								
58	ekẽpũ	kĩp	1	kĩp									
58	kipa·kəa	paˈkɨ, kipaˈkɨː	1	paˈkɨ , kipaˈkɨː		1							
58	kipa·kəa	paˈkɨha͜i; Nː pakɨ	2	paˈkɨha͜i	pakɨ	1							
58	kipa·kəahaˀa	kipakɨˈçaˀ	1	kipakɨˈçaˀ									
58	kəaː kabakəa	kahbaˈrɨ	1	kahbaˈrɨ		2 (before colon in form_1937)							
58	kəaː kabakəa	(akɨ, akɨha͜i)	2	(akɨ , akɨha͜i)		2 (before colon in form_1937)							
59	ki·kia	kiˈkiː	1	kiˈkiː		2							
59	kəˀaː kabakəˀa	baˈkəˀ, kaˈkəˀ; Nː bakəˀ, baˈkœˀ	1	baˈkəˀ , kaˈkəˀ	bakəˀ , baˈkœˀ	1 (before colon in form_1937)							
59	kəˀaː kabakəˀa	ˀaˈkəˀha͜i, akəˀ	2	ˀaˈkəˀha͜i , akəˀ		1 (before colon in form_1937)							
59	kəˀa	kəˀ, kœˀ; Nː kəˀ, kɨˀ	1	kəˀ , kœˀ	kəˀ , kɨˀ	3							
59	kipa·kəˀə́aˀa	Nː paˈkœˀ, paˈkəˀ	1		paˈkœˀ , paˈkəˀ	4							
59	kipa·kəˀə́aˀa	pakəˀhai	2	pakəˀhai		4							
59	ki·kəˀəa	kaˈnə̃ˀ	1	kaˈnə̃ˀ				kanəˀəa		kahˈnə̃ˀ			
59	ki·kəˀəa	ˈkə̃ˀha͜i	2	ˈkə̃ˀha͜i				kanəˀəa					
59	ki·kəˀəaka	kɨˈˀɨk, kikɨˈˀɨk	1	kɨˈˀɨk , kikɨˈˀɨk									
59	ekəh[ə]a	kɨh	1	kɨh									
59	kəhəda	kɨˈhɨd	1	kɨˈhɨd									
59	kia	kiː; ˈkiyᵊ	1	kiː ; ˈkiyᵊ									
59	ki·	Nː	1	Nː				ka·kiado				this one is empty in the original appendix. Perhaps should refer to the variant given here: ka·kiado ?	
59	ki·	yakyarhai	2	yakyarhai				ka·kiado					
59	ekiáki	kiak	1	kiak									
59	ekiáki	kiakiˀ	2	kiakiˀ									
59	ˀa·kiakinᶏ	ˀakiˀaˈkĩːn	1	ˀakiˀaˈkĩːn									
59	ekiˀao	kiˈˀyaː, kiˈˀʸaː, kiˀiˈyaː; Nː kiˀyaː, kiã, kiyã	1	kiˈˀyaː , kiˈˀʸaː , kiˀiˈyaː	kiˀyaː , kiã , kiyã								
59	ekiˀao	kiyãwɨˀ	2	kiyãwɨˀ									
59	kĩˀãpãˀã	ki[ˀ]ãˈpãˀ	1	ki[ˀ]ãˈpãˀ									
59	kĩˀãpãˀã	ki[ˀ]ãˈpãˀha͜i; Nː kiˀãpãˀ	2	ki[ˀ]ãˈpãˀha͜i	kiˀãpãˀ								
59	ekiˀãpõ	kĩˀˈyãp, kĩˀĩˈãp, kĩˀˈãp, kĩˈãp; Nː kĩˀãp	1	kĩˀˈyãp , kĩˀĩˈãp , kĩˀˈãp , kĩˈãp	kĩˀãp						vgl. pĩãˈkɔ̃		
59	ekiˀãpõ	kiapwɨˀ	2	kiapwɨˀ									
59	kieˀe͜i	kariˈəˀ, kariˈœˀ, kariˈyəˀ, kʸəˀ; Nː kariəˀ, kiəˀ	1	kariˈəˀ , kariˈœˀ , kariˈyəˀ , kʸəˀ	kariəˀ , kiəˀ								
59	ditebas	dipˈkiœˀ	1	dipˈkiœˀ									
59	ekixəa	kiˈçɨː	1	kiˈçɨː									
59	kaˀa·kĩxĩ	Nː kaˈkĩh	1		kaˈkĩh								
59	kaˀa·kĩxĩ	akĩh, ˀakĩh	2	akĩh , ˀakĩh									
59	menghidupkan api	pakiç	1	pakiç									
59	menghidupkan api	kiçhai	2	kiçhai									
59	(men)jemur	ˀakũˈhaˀ; Nː ˀakũhãˀ, kanakũhaˀ, kũhaˀ, akũhaˀ	1	ˀakũˈhaˀ	ˀakũhãˀ , kanakũhaˀ , kũhaˀ , akũhaˀ								
59	(men)jemur	akũhãˀhai, kũhaˀhai	2	akũhãˀhai , kũhaˀhai									
59	ekĩxī̃	kĩˈhĩː	1	kĩˈhĩː									
59	kixoː eara ukixo	ruˈkih, ruˈkiç	1	ruˈkih , ruˈkiç									
59	menghidupkan api	Nː pakiç	3		pakiç								
59	menghidupkan api	kiçhai	4	kiçhai									
59	ekixo	kih, kiç, kĩh; Nː kiç	1	kih , kiç , kĩh	kiç	2							
59	ekixo	kiçəˀ, kiçwɨˀ	2	kiçəˀ , kiçwɨˀ		2							
59	ekixudo	kiˈçud, kiˈhud; hiˈud (?)	1	kiˈçud , kiˈhud ; hiˈud (?)									
60	ekĩˀĩː eˀā ukĩˀl̃	eã͜ũˈkĩˀ, ea͜oˈkl̃ˀ; Nː ɛã͜ũkĩˀ	1	eã͜ũˈkĩˀ , ea͜oˈkl̃ˀ	ɛã͜ũkĩˀ								
60	ekĩˀĩː eˀā ukĩˀl̃	eã͜ũkĩˈˀãˀ, eã͜ũkĩˀãˀ	2	eã͜ũkĩˈˀãˀ , eã͜ũkĩˀãˀ									
60	ekĩkã	Nː kĩk	1		kĩk								
60	kĩkĩː eĩkĩkĩ ukaˀa	yuˈkup kaˀ; Nː yikĩkaˀ	1	yuˈkup kaˀ	yikĩkaˀ								
60	kanĩkĩ	kahnĩk	1	kahnĩk									
60	kanĩkĩ	kĩkha͜i	2	kĩkha͜i									
60	sikat, sisir	pakĩk	1	pakĩk									
60	ekikoha	kiˈkɔh; kĩˈkɔ̃h (?)	1	kiˈkɔh ; kĩˈkɔ̃h (?)									
60	kaˀa·kĩnẽ	Nː kaˀkĩn	1		kaˀkĩn								
60	kinõnõ	kinə̃n	1	kinə̃n									
60	kinõˀõ͜ĩˀĩẽ	kinœ̃ˈˀɔ̃͜ĩ, kinœ̃ˈˀœ̃͜iˀ; Nː kinə̃ˀɔ̃͜ĩˀ	1	kinœ̃ˈˀɔ̃͜ĩ , kinœ̃ˈˀœ̃͜iˀ	kinə̃ˀɔ̃͜ĩˀ								
60	ki·kiˀo	kikiˈˀɔˀ, kikiˀˈyɔˀ	1	kikiˈˀɔˀ , kikiˀˈyɔˀ		2							
60	ekĩõhẽã	kuˈhɛ; Nː kuhɛ̃	1	kuˈhɛ	kuhɛ̃			ekẽhõã					
60	ki·kiˀõnĩ	kaniˈˀɔn, kĩˈˀɔ̃n; schnellː kaniˈˀyɔn; Nː kaniˀɔ̃n	1	kaniˈˀɔn , kĩˈˀɔ̃n ; schnellː kaniˈˀyɔn	kaniˀɔ̃n							fast: kani'ʔyɔn	
60	ki·kiˀõnĩ	kiˀɔ̃nhai	2	kiˀɔ̃nhai									
60	ki·kĩpã	kipã·kĩp, kĩp	1	kipã·kĩp , kĩp									
60	kipãˀã͜ũˀũ	kipãˈˀã͜ɔ̃ˀ	1	kipãˈˀã͜ɔ̃ˀ									
60	ka·kitaˀa	Nː kakitaˀ	1		kakitaˀ								
60	ka·kitaˀa	ˀakitaˀ, akitaˀhai	2	ˀakitaˀ , akitaˀhai									
60	ki·kitahaˀa	kitaˈhaˀ, karitaˈhaˀ, kəritaˈhaˀ, kʌritaˈhaˀ	1	kitaˈhaˀ , karitaˈhaˀ , kəritaˈhaˀ , kʌritaˈhaˀ									
60	ki·kitahaˀa	kitaˈhaˀha͜i	2	kitaˈhaˀha͜i									
60	ekitaháu	kitaˈhaː	1	kitaˈhaː									
60	ekitai	kiˈtaː, kiˈda͜i	1	kiˈtaː , kiˈda͜i									
60	ekitai	Nː kiˈtaiˀ	2		kiˈtaiˀ								
60	ekitē	kiˈtɛː	1	kiˈtɛː									
60	kitera	kib (?); Nː kit	1	kib (?)	kit								
60	ki·kiti	kaˈrit	1	kaˈrit				kaditi					
60	ki·kiti	Nː kithai	2		kithai			kaditi					
60	ki·kito	kaˈrit	1	kaˈrit				kadito					
60	ki·kito	ˈkitha͜i	2	ˈkitha͜i				kadito					
60	ekito	Nː ˈkit	1		ˈkit								
60	ekiu	kiː, ˈkiʸu, ˈkiyu	1	kiː , ˈkiʸu , ˈkiyu									
60	angin ribut	kiː ˀiˈyɨˀ; Nː kiyɨˀ, kiː ˀiyɨ̃ˀ	1	kiː ˀiˈyɨˀ	kiyɨˀ , kiː ˀiyɨ̃ˀ								
60	ekō	kɔ̃ː	1	kɔ̃ː									
60	ekō	Nː ˈkit	2		ˈkit								
60	kō̃	kə̃ː, kaˈnə̃, kaˈnœ̃	1	kə̃ː , kaˈnə̃ , kaˈnœ̃				kə̄̃ː kanə̃ã					
60	eõkō̃	yə̃ˈkẽː, yœ̃ˈkœ̃, yəˈkə̃ː, yaˈkə̃	1	yə̃ˈkẽː , yœ̃ˈkœ̃ , yəˈkə̃ː , yaˈkə̃									
60	-lah	ˈkə̃ha͜i; Nː kœ̃hai	1	ˈkə̃ha͜i	kœ̃hai								
60	kaˀa·kõãhã͜ĩ	ˀaˀˈkʷãh, ˀaˈkʷãh	1	ˀaˀˈkʷãh , ˀaˈkʷãh									
60	kaˀa·kõãhã͜ĩ	ˀaˀˈkʷãhhai	2	ˀaˀˈkʷãhhai									
60	koanã	kahˈtʷãn, kahˈtɔ̃an	1	kahˈtʷãn , kahˈtɔ̃an									
60	koanã	ahˈtɔ̃anha͜i (Nː ahtɔ̃an)	2	ahˈtɔ̃anha͜i	(ahtɔ̃an)								
61	eo·koi	yɔˈko	1	yɔˈko		4							
61	koˀa kapū̃	kɔˀkãˈpũ	1	kɔˀkãˈpũ									
61	koba	Nː karɔb	1		karɔb	1							
61	koba	kɔb	2	kɔb		1							
61	eoˀoba	yɔˈkɔb̚	1	yɔˈkɔb̚									
61	eoˀoba	yɔkɔbaˀ, yɔkɔbwə	2	yɔkɔbaˀ , yɔkɔbwə									
61	kipa·koba	paˈkɔb, kipaˀˈkɔb, kaˀˈkɔb	1	paˈkɔb , kipaˀˈkɔb , kaˀˈkɔb		2							
61	kipa·koba	Nː pakɔbhai, paˀkɔbhai	2		pakɔbhai , paˀkɔbhai	2							
61	kodo	kər, kaˈrər	1	kər , kaˈrər									
61	kodo	ˈkərha͜i	2	ˈkərha͜i									
61	ekoˀeˀe	kɔˈˀɛˀ	1	kɔˈˀɛˀ									
61	ekohéaˀa	kɔçɛˈaˀ	1	kɔçɛˈaˀ									
61	kaˀa·kõhõ	Nː kaˀkə̃h, kaˀkɨh	1		kaˀkə̃h , kaˀkɨh								
61	ekõhõ	kə̃h, kœ̃h; Nː kə̃h	1	kə̃h , kœ̃h	kə̃h								
61	ekóho͜i	kœh, kəh, kɨh	1	kœh , kəh , kɨh		2							
61	kohopái	kɔhˈpaː	1	kɔhˈpaː									
61	koi	kəː, kœː; Nː kə	1	kəː , kœː	kə	2							
61	ekoko	kɔk	1	kɔk									
61	ekoko saya	kɔˈkɔˀ	1	kɔˈkɔˀ									
61	ekoko kamu	kɔˈkɔb	1	kɔˈkɔb									
61	kipa[ha]koko	Nː pahkɔk, pakɔk	1		pahkɔk , pakɔk								
61	kaˀi·koko	kahˈtɔk, kaˀˈtɔk	1	kahˈtɔk , kaˀˈtɔk									
61	kipa·kokoehe	Nː pakɔkɔɛh	1		pakɔkɔɛh								
61	kipa·kokoehe	pakɔkɔɛxha͜i	2	pakɔkɔɛxha͜i									
61	ki·kokói	kikəkœˈya; Nː kəˈkəː, kikəkəya	1	kikəkœˈya	kəˈkəː , kikəkəya	1							
61	ea·kokóiya uˀā	kɔkɔˀˈyaː, kɔkɔˈˀɛaː	1	kɔkɔˀˈyaː , kɔkɔˈˀɛaː									
61	ki·kõkõnã	kikɔ̃ˈkɔn, kɔ̃ˈkɔ̃n	1	kikɔ̃ˈkɔn , kɔ̃ˈkɔ̃n									
61	ki·kõkõnã	kɔ̃ˈkɔ̃nha͜i	2	kɔ̃ˈkɔ̃nha͜i									
61	eakõmãˀã͜õ	Nː eakɔmaˀ, ˀɛakɔmaˀ	1		eakɔmaˀ , ˀɛakɔmaˀ								
61	ekomẽã	kɔ̃m, yakɔˈmɛ̃	1	kɔ̃m , yakɔˈmɛ̃									
61	lereng gunung	yanɔ̃ˈmɛ̃	1	yanɔ̃ˈmɛ̃									
61	kõmõĩ	kəˈmə͜y, kə̃ˈmə͜i	1	kəˈmə͜y , kə̃ˈmə͜i									
61	kõmõĩ	Nː kəməyhai	2		kəməyhai								
61	ki·kõnõnã	kɔ̃ˈnɔ̃n	1	kɔ̃ˈnɔ̃n									
61	koˀo	kahnɔˈˀyaˀ, kahnɔ̃ˈˀyãˀ, kahnɔ̃ˀɛ̃ˈãˀ, pãˀnɔ̃ˀɛ̃ˈaˀ	1	kahnɔˈˀyaˀ , kahnɔ̃ˈˀyãˀ , kahnɔ̃ˀɛ̃ˈãˀ , pãˀnɔ̃ˀɛ̃ˈaˀ				kadoˀo	???				
61	kaha·kṍˀõ͜ĩ	Nː hãkɔ̃ˀ	1		hãkɔ̃ˀ								
61	ekõˀṍ͜ĩ́ˀĩ	kɔ̃ˈˀɔ̃͜ĩˀ; kɔˈˀɔ͜y	1	kɔ̃ˈˀɔ̃͜ĩˀ ; kɔˈˀɔ͜y									
61	ekoˀoki	kəˈˀək	1	kəˈˀək									
61	ekõˀõkõˀõ	kɔ̃ˀˈkɔ̃ˀ	1	kɔ̃ˀˈkɔ̃ˀ									
61	ekoˀomĩmĩ	kɔˀˈmim	1	kɔˀˈmim									
62	ekõpẽnẽ	kɔˈpɛ̃n; Nː kõˈpɛ̃ːn	1	kɔˈpɛ̃n	kõˈpɛ̃ːn								
62	ekõpẽnẽ	kõpɛ̃nwɨ̃ˀ, kõpɛ̃nĩˀ	2	kõpɛ̃nwɨ̃ˀ , kõpɛ̃nĩˀ									
62	ki·kõpĩ, kanõpĩ	kɔ̃p, kaˈnɔ̃p	1	kɔ̃p , kaˈnɔ̃p									
62	ki·kõpĩ, kanõpĩ	ˈkɔ̃pha͜i	2	ˈkɔ̃pha͜i									
62	eõkõpĩ [ũda]	Nː yɔ̃kɔ̃p [yɔ̃kɔ̃pyur]	1		yɔ̃kɔ̃p [yɔ̃kɔ̃pyur]								
62	ki·kokopiˀi	kɔˈpiˀ, karɔˈpiˀ	1	kɔˈpiˀ , karɔˈpiˀ				karopiˀi					
62	ki·kokopiˀi	Nː kɔpiˀha͜i, kɔkɔpiˀhai	2		kɔpiˀha͜i , kɔkɔpiˀhai			karopiˀi					
62	ki·kore	kaˈrɔr	1	kaˈrɔr				kadore					
62	ki·kore	Nː kɔr͜ ha͜i	2		kɔr͜ ha͜i			kadore					
62	anak angkat	ɛaˈraˀ ˀukiˈkɔr	1	ɛaˈraˀ ˀukiˈkɔr								Kind mein ich trage ?	
62	ekoreka	yakɔrɛk	1	yakɔrɛk									
62	ekoréa͜oː ekaˀa ukoréa͜o	kaˀkɔrɛˈaː	1	kaˀkɔrɛˈaː									
62	ˀa·koru	ˀaˈkər, ˀaˈkœr, ˈakər	1	ˀaˈkər , ˀaˈkœr , ˈakər									
62	ka·kou	kaˈkœ	1	kaˈkœ									
62	ekoyo	kɔ͜y, kɔ͜i	1	kɔ͜y , kɔ͜i									
62	ekoyo	Nː kɔiwəˀ, kɔywəˀ, kɔyiˀ	2		kɔiwəˀ , kɔywəˀ , kɔyiˀ								
62	babi hutan	kɔ͜y; Nː kɔy hɔku	1	kɔ͜y	kɔy hɔku								
62	babi dipelihara	kɔ͜y kidiˈpɨd	1	kɔ͜y kidiˈpɨd									
62	babi jinak	kɔ͜y kipɨˈˀak	1	kɔ͜y kipɨˈˀak									
62	gambir (tai babi)	kaˈkɔ͜i	1	kaˈkɔ͜i									
62	induk babi	maˀˈkɔ͜y	1	maˀˈkɔ͜y									
62	kipa·ku[ˀu]aˀa	paˀkuˀˈyaˀ, pakuˀiˈaˀ, pakuˀˈyaˀ	1	paˀkuˀˈyaˀ , pakuˀiˈaˀ , pakuˀˈyaˀ									
62	kipa·ku[ˀu]aˀa	pa[ˀ]kuˀˈyaˀhai; Nː pakuˀyaˀhai	2	pa[ˀ]kuˀˈyaˀhai	pakuˀyaˀhai								
62	disuruh	dipakuˀˈyaˀ	1	dipakuˀˈyaˀ									
62	kua - naik (sampan)	Nː kuˀ, kuˀ dɔha	1		kuˀ , kuˀ dɔha								
62	kua - naik (sampan)	kuˀha͜i	2	kuˀha͜i									
62	- masuklah	kuːha͜i	1	kuːha͜i									
62	tidak masuk	kɛˀiˈku	1	kɛˀiˈku									
62	kũã, kanũã (meng-)	kaˈnũː; Nː kũ, kanũ	1	kaˈnũː	kũ , kanũ								
62	kũã, kanũã (meng-)	kũhai	2	kũhai									
62	kũã, kanũã (ber-)	kanũaˈhaˀ, kũãhãˀ, kũãhaˀ, kanũãhãˀ	1	kanũaˈhaˀ , kũãhãˀ , kũãhaˀ , kanũãhãˀ									
62	kũã, kanũã (ber-)	kũãhaˀhai	2	kũãhaˀhai									
62	kipa·kuaˀa	kipaˈkʷaˀ, kipakɔˈʷaˀ; Nː kipakwaˀ	1	kipaˈkʷaˀ , kipakɔˈʷaˀ	kipakwaˀ								
62	kipa·kuaˀa	pakwaˀhai	2	pakwaˀhai									
62	ekũãˀãkũãˀã	Nː kũˀkũãˀ	1		kũˀkũãˀ								
62	kontol	kũkũãhũn, kũkũãhũnɛ̃ˀ	1	kũkũãhũn , kũkũãhũnɛ̃ˀ									
62	ekuahá͜iyo	kuaˈha͜i	1	kuaˈha͜i									
62	kúai	karuˈaː	1	karuˈaː									
62	kúai	Nː aruahai, ˀarua	2		aruahai , ˀarua								
62	eukúai	yuˈkwaː, yuˈkʷa	1	yuˈkwaː , yuˈkʷa									
63	ea·kũˀakũˀa, kakũˀa	kiˈkˀə̃ː, kiˈə̃; Nː kiˀyə̃	1	kiˈkˀə̃ː , kiˈə̃	kiˀyə̃							??	
63	kude	kur	1	kur									
63	ekudodo	kuˈdər	1	kuˈdər		1							
63	ekudodo	kuˈdər	2	kuˈdər		2							
63	kipa·kudodo	pakuˈdər	1	pakuˈdər		3							
63	kipa·kudodo	Nː pakudərhai	2		pakudərhai								
63	ka·kudu	kaˈkur	1	kaˈkur									
63	kuhai, kipakuhai	pəruˈha, pəruˈça; Nː kuha	1	pəruˈha , pəruˈça	kuha								
63	kuhai, kipakuhai	kuhaha͜i	2	kuhaha͜i									
63	ka·kuhoi	karuˈçœ (karuˈhœ)	1	karuˈçœ (karuˈhœ)									
63	ka·kuhoi	Nː ˀakuhəhai	2		ˀakuhəhai								
63	ki·kuˀĩaˀa	karuˀˈyaˀ	1	karuˀˈyaˀ									
