page	form_1937	form_1986	form1986_id	schmidt_form	nothofer_form	homonym_id_1937	crossref_1937	variant_1937	remark_1937	variant_1986	crossref_1986	remark_1986	remark_overall
63	ki·kuˀĩaˀa	kuˀyaˀha͜i	2	kuˀyaˀha͜i									
63	kuiː kadui	kaˈruː	1	kaˈruː									
63	eukui	Nː yuˈkuː	1		yuˈkuː								
63	eukui	Nː yuˈkuˀ	2		yuˈkuˀ								
63	kuinãnãˀã	kũn, kun; Nː kuɨ̃n, kuɨn, ˈkuən, kũə̃n	1	kũn , kun	kuɨ̃n , kuɨn , ˈkuən , kũə̃n								
63	besar benar/sekali	ˀaˈmuhkũn, ˀamũhˈkũn	1	ˀaˈmuhkũn , ˀamũhˈkũn									
63	bagus benar	kaˈˀuː kũn	1	kaˈˀuː kũn									
63	benar²	kũnˈkũn	1	kũnˈkũn									
63	ekũkã	kũk, kũːk	1	kũk , kũːk		1							
63	ekũkã	ŋkũˈkãˀ; Nː kũkãˀ	2	ŋkũˈkãˀ	kũkãˀ	1							
63	kukuˀui	kuk	1	kuk									
63	kukuˀui	ˈkukhai	2	ˈkukhai									
63	ekũmẽhãˀãhõ	kumĩyãˈˀãh; Nː kumiyaˀah	1	kumĩyãˈˀãh	kumiyaˀah								
63	kaha·kũnã	Nː hakũn	1		hakũn								
63	ekunĩnĩ	kuniˈni	1	kuniˈni									
63	ekuo	kuː	1	kuː									
63	ekuo	kuˈɨˀ; Nː kuɨk	2	kuˈɨˀ	kuɨk								
63	hutan	hɔˀˈkuː, kuː	1	hɔˀˈkuː , kuː									
63	pucuk kayu	dihˈkuː	1	dihˈkuː									
63	atas kayu	pũh ku	1	pũh ku									
63	kikir	yɛˈˀɛk kuː	1	yɛˈˀɛk kuː									
63	buih kayu	piçˈku	1	piçˈku									
63	belah kayu	pɔraˀˈku	1	pɔraˀˈku									
63	pohon merbau	kukiˈtɛ, kiˈtɛ	1	kukiˈtɛ , kiˈtɛ									
63	kayu gabus	ku kiˈˀɔ̃n, kiˀɔ̃ˈnaː	1	ku kiˈˀɔ̃n , kiˀɔ̃ˈnaː									
63	ka·kúoˀo	Nː kau͜əˀ	1		kau͜əˀ								
63	kipa[ha]kúoˀo	pɛyaku͜əˀ	1	pɛyaku͜əˀ									
63	kipa[ha]kúoˀo	pɛyaku͜əˀhai	2	pɛyaku͜əˀhai									
63	kipa·kupeˀe͜i	kuˈpɛˀ, karuˈpɛˀ	1	kuˈpɛˀ , karuˈpɛˀ									
63	kipa·kupeˀe͜i	kuˈpɛˀha͜i	2	kuˈpɛˀha͜i									
63	ekuru	ˈkur	1	ˈkur		2							
63	ka·kuru	kaˈkur	1	kaˈkur		1							
64	emẽnã͜ũhũã	mɛˈnah	1	mɛˈnah									
64	eũˈkũˀũ	yũˈkũˀ	1	yũˈkũˀ									
64	emãhõkãkĩ	mahˈpʷãk, mahˈpwãk	1	mahˈpʷãk , mahˈpwãk									
64	e[pah]amai	kimaˈmaː, kipahˈmãː	1	kimaˈmaː , kipahˈmãː									
64	e[pah]amai	Nː mamãhai	2		mamãhai								
64	eamã͜ĩñõ	yaˈma͜i	1	yaˈma͜i									
64	emãnĩ	mãn; Nː man	1	mãn	man								
64	kaˀa·mãnõ	kaˀˈman	1	kaˀˈman									
64	emẽãũ	mɛ̃ˈãː; Nː mẽˈãː	1	mɛ̃ˈãː	mẽˈãː								
64	emẽãũ	mẽãwə	2	mẽãwə									
64	emẽnõ	mɛ̃n	1	mɛ̃n									
64	mẽõ	mɛ̃ː	1	mɛ̃ː									
64	mī̃ː mĩmī̃	Nː miˈmi	1		miˈmi	1 (before colon in form_1937)							
64	mĩxĩ	miç, mix	1	miç , mix									
64	emĩkĩõ	mĩˈkĩː	1	mĩˈkĩː									
64	emĩkõ	mik	1	mik									
64	emĩnã uˀapo	Nː minˀeap	1		minˀeap								
64	cakar	mĩndẽãː, mindɛ̃ã	1	mĩndẽãː , mindɛ̃ã									
64	mĩnũˀũĩ	minũˀ	1	minũˀ									
64	mĩnũˀũĩ	minũˀhai	2	minũˀhai									
64	mõhõ	məh, mœh, mœ̃h; Nː məh, mœh	1	məh , mœh , mœ̃h	məh , mœh								
64	mõkõ	mə̃k, mɨk; Nː mɨk	1	mə̃k , mɨk	mɨk	1							
64	ka·mõkõ	Nː kaˈmɔk	1		kaˈmɔk	2							
64	mõmõˀõː eõmõˀõ	yəˈməˀ, yaˈməˀ, yəˈmə; Nː iə̃mə̃ˀ, ˀiyə̃mə̃ˀ	1	yəˈməˀ , yaˈməˀ , yəˈmə	iə̃mə̃ˀ , ˀiyə̃mə̃ˀ								
64	mõmõˀõː eõmõˀõ	ˀaˀiə̃mə̃ˀ, aˀyaˀmœ̃ˀhai	2	ˀaˀiə̃mə̃ˀ , aˀyaˀmœ̃ˀhai									
64	°ka·mõnĩ	°mœ̃n, kaˈmœ̃n	1	°mœ̃n , kaˈmœ̃n					is the corner dot indicating loanword as in Kähler (1987)?				
64	mõˀõ	mɔˀ	1	mɔˀ									
64	ki·mõ͜ũ	kiˈmœ̃ː, kiˈmœː, kimɔhˈmœ̃; Nː kimə̃	1	kiˈmœ̃ː , kiˈmœː , kimɔhˈmœ̃	kimə̃								
64	emũˀĩñã	mɔ̃ˈˀɔ̃͜ĩ	1	mɔ̃ˈˀɔ̃͜ĩ									
64	°emũō̃	°mũˈɔ̃	1	°mũˈɔ̃									
64	ki·nãˀã, kaˀinãˀã	Nː kaˀinaˀ	1		kaˀinaˀ								
64	ki·nãˀã, kaˀinãˀã	naˀhai	2	naˀhai									
64	e[a]nãˀã́͜ṍˀõã	eanãˈˀɔ̃ˀ	1	eanãˈˀɔ̃ˀ									
64	enãˀãpũã	nãˀˈpũː	1	nãˀˈpũː									
64	enãẽ	naː	1	naː									
64	nãˀĩˀãhã	dadɨˈah, dadœ͜ɨh; Nː dadɨah	1	dadɨˈah , dadœ͜ɨh	dadɨah								
64	enãnā̃ uˀue	naːˈˀyu, naːˀiˈu	1	naːˈˀyu , naːˀiˈu									
64	ki·nãnã͜ĩñã[ˀã]	kinãˈnã͜ĩ; Nː nana͜i, kinana͜i, nana͜iyaˀ	1	kinãˈnã͜ĩ	nana͜i , kinana͜i , nana͜iyaˀ								
64	ki·nãnã͜ĩñã[ˀã]	nana͜iyaˀhai	2	nana͜iyaˀhai									
64	nãkũãnõ	nãkũˈãn, nãˈkʷãn	1	nãkũˈãn , nãˈkʷãn									
65	nẽˀẽnĩ	nɛˈˀɛn	1	nɛˈˀɛn									
65	nãˀũmãnãː	bɛˈgiah nɔˀˈman	1	bɛˈgiah nɔˀˈman					sampai besok				
65	enẽã	nɛː, kaˀˈnɛ̃ː	1	nɛː , kaˀˈnɛ̃ː									
65	ka·nẽnẽ	kaˈnɛn	1	kaˈnɛn									
65	enẽnẽã	nɛˈnɛː	1	nɛˈnɛː									
65	kahanẽ́ãhã͜ĩ	kahnɛˈnɛah	1	kahnɛˈnɛah									
65	kahanẽ́ãhã͜ĩ	nɛˈnɛahha͜i	2	nɛˈnɛahha͜i									
65	ki·nẽnẽkĩ	Nː kinɛnɛk	1		kinɛnɛk								
65	= nẽnẽkã	nɛnɛkaˀ	1	nɛnɛkaˀ									
65	ka·nẽnō̃nẽnō̃	kanɛ̃nɛ̃ˈnɔ̃ː; Nː karnɛnɔ̃	1	kanɛ̃nɛ̃ˈnɔ̃ː	karnɛnɔ̃								
65	enə̃ã	nœː, nɨː, nə̃ː, nœ̃ː; Nː nɨ̃ː, nœ̃ɨ	1	nœː , nɨː , nə̃ː , nœ̃ː	nɨ̃ː , nœ̃ɨ								
65	imbang sama beratnya	panaˈkɨː ˈnɨːd[ʸə], pənakɨˈnɨd	1	panaˈkɨː ˈnɨːd[ʸə] , pənakɨˈnɨd									
65	kaha·nə̃kĩ	kahˈnək; Nː kahnɨk, kahnə̃k	1	kahˈnək	kahnɨk , kahnə̃k								
65	kaha·nə̃kĩ	ˀanə̃kha͜i	2	ˀanə̃kha͜i									
65	ki·nə̃nə̃nãˀã	kinəˈnən, kinœˈnœn, kinœ̃ˈnœ̃n, kinəˀˈnən; Nː kinɨ̃nɨ̃n	1	kinəˈnən , kinœˈnœn , kinœ̃ˈnœ̃n , kinəˀˈnən	kinɨ̃nɨ̃n	2							
65	enĩə̃	niː	1	niː									
65	enĩə̃	Nː niəˀ	2		niəˀ								
65	ka·nĩxã	kanĩh	1	kanĩh									
65	kaˀa·nĩxãĩ	kaˀniˈhaː, kahniˈhʸa; Nː kaˀnĩçã, kaˀniha	1	kaˀniˈhaː , kahniˈhʸa	kaˀnĩçã , kaˀniha								
65	kaˀa·nĩxãĩ	aˀnĩçãhai, aˀnihaha͜i	2	aˀnĩçãhai , aˀnihaha͜i									
65	ka·nĩkã	kaˈnik; Nː kaˈnĩk	1	kaˈnik	kaˈnĩk								
65	kiˈnō̃ (kinõnō̃)	kinɔˈnɔ	1	kinɔˈnɔ									
65	makan pisang	nɔˈˀit	1	nɔˈˀit									
65	enak makan	kaˈˀu nɔˀ	1	kaˈˀu nɔˀ									
65	hō mũnō̃	hɔmˈnɔ	1	hɔmˈnɔ									
65	kaha·nõkĩ	kahˈnɔk; Nː kahnɔk, kahnɔ̃k	1	kahˈnɔk	kahnɔk , kahnɔ̃k	1							
65	kaha·nõkĩ	anɔkhai	2	anɔkhai									
65	enõˀõhõ	Nː nə̃ˀə̃n	1		nə̃ˀə̃n								
65	nõˀõnĩ	nə̃ˈˀə̃n	1	nə̃ˈˀə̃n									
65	°kaˀa·nũkõˀõ	°nuˈkɔˀ	1	°nuˈkɔˀ									
65	kahi·nũnũ	kahiˈnən, kahiˈnœ̃n; Nː kahinə̃n, kahinũn	1	kahiˈnən , kahiˈnœ̃n	kahinə̃n , kahinũn								
65	inũnũpẽ	inœ̃nhai	1	inœ̃nhai									
65	kaˀa·nũˀũ	kaˀˈnuˀ	1	kaˀˈnuˀ									
65	ˀō̃, õˀõ	ɔ̃ː	1	ɔ̃ː									
65	ki·ˀoaha	kɛˈˀwah, kɛˀɔˈah	1	kɛˈˀwah , kɛˀɔˈah									
65	kipa·oapo	kipaˈwap	1	kipaˈwap									
65	kipa·oapo	paˈwapha͜i; Nː pawap	2	paˈwapha͜i	pawap								
65	eˀobi	ˀiˈyəb, ˀiˈœb, ˀyəb; Nː ˀiəb	1	ˀiˈyəb , ˀiˈœb , ˀyəb	ˀiəb								
65	eˀobi	ˀiəbiˀ	2	ˀiəbiˀ									
65	epá͜ixa uˀobi	pa͜iˈˀiœb; Nː pa͜iˀiəb	1	pa͜iˈˀiœb	pa͜iˀiəb								
65	kipakaharē uˀobi	pakahˈrɛ ˀyəb	1	pakahˈrɛ ˀyəb									
66	eˀobo	Nː eɔb	1		eɔb								
66	k·odi	kœr, ˀər, œr, ˀœr; Nː ər, ˀər, œr	1	kœr , ˀər , œr , ˀœr	ər , ˀər , œr								
66	kaha͜odi	kaˈhœr, kahər	1	kaˈhœr , kahər									
66	kodiaˀa	kahœdiaˀ, kahədiaˀ	1	kahœdiaˀ , kahədiaˀ									
66	kodiaˀa	ədiaˀhai	2	ədiaˀhai									
66	eodi	yœr; Nː hiər	1	yœr	hiər								
66	saya beli	ˀuˈkœr	1	ˀuˈkœr									
66	eˀodo	yər	1	yər						kaˈˀər			
66	ki·[x]ohoː kioho edopo	karkiˈœh, karˈkʸœh, karˈkʸəh dɔp	1	karkiˈœh , karˈkʸœh , karˈkʸəh dɔp									
66	ki·ˀoi	kahˈˀœː; Nː kahˀə	1	kahˈˀœː	kahˀə			kaˀa͜oi					
66	ki·ˀoi	ˀəhai	2	ˀəhai									
66	eoˀói	yœˈˀœː yəˀə	1	yœˈˀœː yəˀə									
66	eoˀói ubō	yœˈˀœˈbœː	1	yœˈˀœˈbœː									
66	penimba nasi	yœˈˀœr kih, yœˀœruˈkih; Nː yəˀərkih	1	yœˈˀœr kih , yœˀœruˈkih	yəˀərkih								
66	eo·ˀo͜ici	yəˈˀəc, yəˈˀətx, yɨːˈœc; Nː yəˀəc	1	yəˈˀəc , yəˈˀətx , yɨːˈœc	yəˀəc								
66	eo·ˀo͜ici	ˀœˈcaˀ	2	ˀœˈcaˀ									
66	kaho͜ici	kaˈhœdx	1	kaˈhœdx									
66	ekahoˀo͜ici	kahˈˀə͜it̚, kahˈˀə͜ic̚; Nː kahˀo͜it, kahˀə͜it̚	1	kahˈˀə͜it̚ , kahˈˀə͜ic̚	kahˀo͜it , kahˀə͜it̚								
66	kah·oki	kaˈhɔk	1	kaˈhɔk									
66	kah·oki	ˈˀɔkha͜i; Nː ɔkhai	2	ˈˀɔkha͜i	ɔkhai								
66	eo·ˀoki	yəˈˀək	1	yəˈˀək		3							
66	ˀokiː eˀue kaˀoki	yuː kaˈˀək, yukaˈˀœk	1	yuː kaˈˀək , yukaˈˀœk		1 (before colon in form_1937)							
66	pasang turun	yuː kiˈmũh baˈˀək	1	yuː kiˈmũh baˈˀək									
66	eoko	ɛˈɔk, ˈyɔk, hɛ̃ˈɔ̃k; Nː eʸɔk	1	ɛˈɔk , ˈyɔk , hɛ̃ˈɔ̃k	eʸɔk								
66	eoko uˀapo	ɛˈɔk ɛˈap	1	ɛˈɔk ɛˈap									
66	k·oko	kək	1	kək									
66	saya serdawa	ˀuˈkək	1	ˀuˈkək									
66	k·õkõ	ˀɔ̃k, kɔ̃k, kahˈkɔ̃k	1	ˀɔ̃k , kɔ̃k , kahˈkɔ̃k				kahã͜õkõ					
66	k·õkõ > kidõkõ	kiˈnɔk	1	kiˈnɔk					> kinõkõ ?				
66	kelapa salai	pɔː kiˈnɔk, pɔkiˈnɔk	1	pɔː kiˈnɔk , pɔkiˈnɔk									
66	pisang yang disalai	it kiˈnɔˀ	1	it kiˈnɔˀ								(!)	
66	eˀomãhã͜ĩñã	ˀɔmaˈha͜i	1	ˀɔmaˈha͜i									
66	kipá·omõ	kipɨ̃ˈam; N auchː kipə̃ãm, kipə̃am	1	kipɨ̃ˈam ; N auchː kipə̃ãm , kipə̃am									
66	kipá·omõ	pɨ̃amhai	2	pɨ̃amhai									
66	kipá·omõ	pɨ̃ˈam, auchː ˈpɨ̃am; Nː pə̃am	3	pɨ̃ˈam , auchː ˈpɨ̃am	pə̃am								
66	k·õmõ	kə̃m, kœ̃m	1	kə̃m , kœ̃m								N: kɨ̃m, kɨm durchgestr.	
66	saya, dia	ˀuːˈkə̃m, kɨːˈkœ̃m	1	ˀuːˈkə̃m , kɨːˈkœ̃m									
66	-lah	Nː əmha͜i, ə̃mhai, œ̃mhai	1		əmha͜i , ə̃mhai , œ̃mhai				not sure which element attaches to '-lah' here				
66	-lah	kaˈhə̃m, kaˈhœ̃m, paˈhə̃m; Nː kahə̃m	2	kaˈhə̃m , kaˈhœ̃m , paˈhə̃m	kahə̃m				not sure which element attaches to '-lah' here				
66	awas	ˀaˈmœ̃mˀɔ[ˀ], ˀaˈmum, ˀaˈmœm; Nː amə̃m	1	ˀaˈmœ̃mˀɔ[ˀ] , ˀaˈmum , ˀaˈmœm	amə̃m								
67	eˀõnõ	ˀẽˈɔ̃n; Nː ɛ̃ɔ̃n	1	ˀẽˈɔ̃n	ɛ̃ɔ̃n	2							
67	(ekabodi)	kaˈbœd; kabəd	1	kaˈbœd ; kabəd									
67	ˀoˀo	Nː ɔˀ	1		ɔˀ	1							
67	du selbst	ɔˀkaha͜iˀ	1	ɔˀkaha͜iˀ									
67	kamu ...	ˀɔki ...	1	ˀɔki ...									
67	ki·ˀoˀo	kăhaˈˀɔˀ; Nː kahˀɔˀ	1	kăhaˈˀɔˀ	kahˀɔˀ	2							
67	ki·ˀoˀo	ˈˀɔˀha͜i; ɔˀhai	2	ˈˀɔˀha͜i ; ɔˀhai									
67	e·ˀõˀõ	yəˀ, ˀiˈyəˀ, iˈə̃ˀ, ˀyɨˀ; Nː iyə̃ˀ	1	yəˀ , ˀiˈyəˀ , iˈə̃ˀ , ˀyɨˀ	iyə̃ˀ	2			kuat				
67	kekuatan	yə̃ˀ	1	yə̃ˀ									
67	kekuatan saya	yə̃ˀə̃ˀ	1	yə̃ˀə̃ˀ									
67	kekuatan kita	yə̃ˀə̃k	1	yə̃ˀə̃k									
67	angin ribut	kiː ˀiˈyəˀ, kiˈyəˀ, kiː ˀiˈyɨˀ, kiː ˈˀyəˀ; Nː kiyɨˀ, kiː ˀiyɨˀ	1	kiː ˀiˈyəˀ , kiˈyəˀ , kiː ˀiˈyɨˀ , kiː ˈˀyəˀ	kiyɨˀ , kiː ˀiyɨˀ								
67	eˀopa	ɛɔp, yɔb; Nː ˀɛɔp	1	ɛɔp , yɔb	ˀɛɔp								
67	eõpũ	yɔ̃b, yə̃b, yə̃p; Nː iyə̃p, yɨp	1	yɔ̃b , yə̃b , yə̃p	iyə̃p , yɨp								
67	eoro	ˀiˈɔr	1	ˀiˈɔr									
67	eoromẽã	yanɔ̃ˈmɛ̃	1	yanɔ̃ˈmɛ̃									
67	eoroya	yɔˈrɔ͜i	1	yɔˈrɔ͜i									
67	ˀua keo ya·padi	ˀu kɛˀˈpar	1	ˀu kɛˀˈpar									
67	ki·padoˀa	kipaˈrɔˀ	1	kipaˈrɔˀ									
67	ki·padoˀa	Nː parɔˀhai	2		parɔˀhai								
67	epaeː anak itu	paːˀɛ̃ˈɔ̃ˀ	1	paːˀɛ̃ˈɔ̃ˀ									
67	epãẽkã	pɛ̃k; Nː mpɛ̃k	1	pɛ̃k	mpɛ̃k								
67	pahũmãnã	pahɔ̃ˈman	1	pahɔ̃ˈman									
67	epá͜ixa uˀobi	pa͜iˈˀiœb; Nː pa͜iˀiəb	1	pa͜iˈˀiœb	pa͜iˀiəb								
67	epãĩxũ	Nː pãĩç	1		pãĩç								
67	ki·pa͜iˀio, kaha·ba͜iˀio	kahˈba͜iˀ, kahaˈba͜iˀ, kahˈba͜eˀ; Nː kahba͜ɛˀ	1	kahˈba͜iˀ , kahaˈba͜iˀ , kahˈba͜eˀ	kahba͜ɛˀ								
67	ki·pa͜iˀio, kaha·ba͜iˀio	(nicht -ba͜ɛˀǃ); pa͜ɛˀha͜i, paiˀhai	2	(nicht -ba͜ɛˀǃ) ; pa͜ɛˀha͜i , paiˀhai									
67	ki·paka	kabˈkab, kabə̠ˈkab	1	kabˈkab , kabə̠ˈkab					??				
67	epakaˀáoa	pəkaˈˀa͜u, pɨkaˈa͜u	1	pəkaˈˀa͜u , pɨkaˈa͜u								Ersatzwort für eʔea	
67	kaˀa·pãkũ	kaˈpãk; Nː kaˀpãk	1	kaˈpãk	kaˀpãk								
67	kaˀa·pãkũ	ˀãˈpãkha͜i, apãkhai	2	ˀãˈpãkha͜i , apãkhai									
67	epamãhã͜ũmã	pamãˈhũm, pəmãˈhũm	1	pamãˈhũm , pəmãˈhũm									
67	epanãˀã͜ũã	pœ̃nãˈˀã͜ɨ̃, pɨ̃nãˈˀa͜ɨ, pœnãˈˀa͜u (?); Nː pənãˀã͜ɨ̃, pœnãã͜ɨ̃ (ohne ?)	1	pœ̃nãˈˀã͜ɨ̃ , pɨ̃nãˈˀa͜ɨ , pœnãˈˀa͜u (?)	pənãˀã͜ɨ̃ , pœnãã͜ɨ̃ (ohne ?)								
67	panãkō̃	pənaˈkə̃ː, panaˈkə̃ː, panaˈkɨː, pənaˈkɨː	1	pənaˈkə̃ː , panaˈkə̃ː , panaˈkɨː , pənaˈkɨː									
67	sudah cukup	hɔ pənaˈkə̃ː, kɔˀpənãˈkə̃ː; Nː kɔˀpɨ̃nakɨ̃, kɔˀpənakə̃	1	hɔ pənaˈkə̃ː , kɔˀpənãˈkə̃ː	kɔˀpɨ̃nakɨ̃ , kɔˀpənakə̃								
67	ki·panãũ	kipaˈnaː, paˈnaː; Nː kipanã	1	kipaˈnaː , paˈnaː	kipanã								
67	ki·panãũ	panãhai	2	panãhai									
67	epanãnãũ	pərˈnaː; Nː pərəna	1	pərˈnaː	pərəna								
67	ki·panãũãˀã	kahpãnãˈwãˀ, pahnaˈwãˀ	1	kahpãnãˈwãˀ , pahnaˈwãˀ									
67	ki·panãũãˀã	Nː pãnãwãˀhai	2		pãnãwãˀhai								
68	panē̃	paˈnɛ̃ː	1	paˈnɛ̃ː									
68	dekatlah	Nː panɛhai	1		panɛhai								
68	epãnũ	pan, paˈnu, mpan	1	pan , paˈnu , mpan									
68	epãnũ	mpaˈnuˀ	2	mpaˈnuˀ									
68	epapa	pap	1	pap									
68	epara	par	1	par									
68	ea·parā	Nː yapaˈra	1		yapaˈra								
68	ea·parā	yaparaˀ	2	yaparaˀ									
68	ki·parā ebahau	paraː ˈbah	1	paraː ˈbah		1 (for ki·parā)							
68	ki·paraúaˀa	praˈwaˀ	1	praˈwaˀ									
68	kaˀa·paroba	Nː kaˀbla͜u	1		kaˀbla͜u							BV?	
68	ki·paríˀo, kabaríˀo	kabaˈriˀ, kɔbaˈriˀ; Nː kabariˀ, kahbariˀ	1	kabaˈriˀ , kɔbaˈriˀ	kabariˀ , kahbariˀ								
68	ki·paríˀo, kabaríˀo	pariˀhai	2	pariˀhai									
68	dibikin, tindak(an)	dipaˈriˀ	1	dipaˈriˀ									
68	eparopiˀi	kɔrˈpiˀ; Nː pɔrpiˀ	1	kɔrˈpiˀ	pɔrpiˀ								
68	kaˀa·pau	kaˀˈpã	1	kaˀˈpã					(N+O)				
68	kaˀa·pau	Nː aˀpãha͜i	2		aˀpãha͜i								
68	ea·paua ukoho͜i	Nː pã͜ũkœh	1		pã͜ũkœh								
68	ki[pa]·pē	pɛː, pahˈpɛ; Nː pe, pɛ, pahpɛ	1	pɛː , pahˈpɛ	pe , pɛ , pahpɛ								
68	ki[pa]·pē	pɛhai	2	pɛhai									
68	kipē yaha͜e	pahpɛˈyah, kipɛˈyah, pɛˈyah; Nː pahpɛyah	1	pahpɛˈyah , kipɛˈyah , pɛˈyah	pahpɛyah								
68	kipē yaha͜e	pɛyaxhai	2	pɛyaxhai									
